timestamp,player_index,packets_received,packets_sent,x,y,is_it
191782,1,8396,8396,96.1268,471.264,1
191834,0,8860,8860,241.417,695.859,0
191834,1,8398,8398,96.1268,471.264,1
191896,0,8862,8862,241.417,695.859,0
191896,1,8400,8400,96.1268,471.264,1
191960,0,8864,8864,241.417,695.859,0
191960,1,8402,8402,96.1268,471.264,1
192011,0,8866,8866,241.417,695.859,0
192011,1,8404,8404,96.1268,471.264,1
192076,0,8869,8869,241.417,695.859,0
192076,1,8407,8407,96.1268,471.264,1
192140,0,8872,8872,241.417,695.859,0
192140,1,8409,8409,96.1268,471.264,1
192203,0,8874,8874,241.417,695.859,0
192203,1,8411,8411,96.1268,471.264,1
192266,0,8876,8876,241.417,695.859,0
192266,1,8413,8413,96.1268,471.264,1
192328,0,8878,8878,241.417,695.859,0
192328,1,8415,8415,96.1268,471.264,1
192392,0,8880,8880,241.417,695.859,0
192392,1,8418,8418,96.1268,471.264,1
192453,0,8882,8882,241.417,695.859,0
192453,1,8420,8420,96.1268,471.264,1
192515,0,8884,8884,241.417,695.859,0
192515,1,8422,8422,96.1268,471.264,1
192578,0,8886,8886,241.417,695.859,0
192578,1,8424,8424,96.1268,471.264,1
192662,0,8889,8889,241.417,695.859,0
192662,1,8427,8427,96.1268,471.264,1
192730,0,8891,8891,241.417,695.859,0
192730,1,8429,8429,96.1268,471.264,1
192800,0,8893,8893,241.417,695.859,0
192800,1,8431,8431,96.1268,471.264,1
192863,0,8895,8895,241.417,695.859,0
192863,1,8433,8433,96.1268,471.264,1
192926,0,8897,8897,241.417,695.859,0
192926,1,8435,8435,96.1268,471.264,1
192981,0,8899,8899,241.417,695.859,0
192981,1,8437,8437,96.1268,471.264,1
193043,0,8901,8901,241.417,695.859,0
193043,1,8439,8439,96.1268,471.264,1
193105,0,8903,8903,241.417,695.859,0
193105,1,8441,8441,96.1268,471.264,1
193162,0,8905,8905,241.417,695.859,0
193162,1,8443,8443,96.1268,471.264,1
193225,0,8907,8907,241.417,695.859,0
193225,1,8445,8445,96.1268,471.264,1
193286,0,8909,8909,241.417,695.859,0
193286,1,8447,8447,96.1268,471.264,1
193350,0,8911,8911,241.417,695.859,0
193350,1,8449,8449,96.1268,471.264,1
193412,0,8913,8913,241.417,695.859,0
193412,1,8451,8451,96.1268,471.264,1
193474,0,8915,8915,241.417,695.859,0
193474,1,8453,8453,96.1268,471.264,1
193536,0,8917,8917,241.417,695.859,0
193536,1,8455,8455,96.1268,471.264,1
193592,0,8919,8919,241.417,695.859,0
193592,1,8457,8457,96.1268,471.264,1
193654,0,8922,8922,241.417,695.859,0
193654,1,8459,8459,96.1268,471.264,1
193717,0,8924,8924,241.417,695.859,0
193717,1,8461,8461,96.1268,471.264,1
193781,0,8926,8926,241.417,695.859,0
193781,1,8463,8463,96.1268,471.264,1
193843,0,8928,8928,241.417,695.859,0
193843,1,8465,8465,96.1268,471.264,1
193904,0,8930,8930,241.417,695.859,0
193904,1,8467,8467,96.1268,471.264,1
193968,0,8932,8932,241.417,695.859,0
193968,1,8469,8469,96.1268,471.264,1
194031,0,8934,8934,241.417,695.859,0
194031,1,8472,8472,96.1268,471.264,1
194094,0,8936,8936,241.417,695.859,0
194094,1,8474,8474,96.1268,471.264,1
194158,0,8938,8938,241.417,695.859,0
194158,1,8476,8476,96.1268,471.264,1
194220,0,8940,8940,241.417,695.859,0
194220,1,8478,8478,96.1268,471.264,1
194281,0,8942,8942,241.417,695.859,0
194281,1,8480,8480,96.1268,471.264,1
194344,0,8944,8944,241.417,695.859,0
194344,1,8482,8482,96.1268,471.264,1
194399,0,8946,8946,241.417,695.859,0
194399,1,8484,8484,96.1268,471.264,1
194460,0,8948,8948,241.417,695.859,0
194460,1,8486,8486,96.1268,471.264,1
194522,0,8950,8950,241.417,695.859,0
194522,1,8488,8488,96.1268,471.264,1
